customer_id,age,city,employment_type,monthly_income,credit_score,product,loan_amount,tenure_months,interest_rate,emi,disbursement_date,days_past_due,default_flag
CUST100867,43,Pune,Salaried,52893,657,Personal Loan,100395,24,17.38,4982.11,2023-12-12,0,0
CUST100868,52,Jaipur,Self-Employed,125540,749,Business Loan,432342,12,17.97,39630.94,2023-12-21,0,0
CUST100869,21,Hyderabad,Self-Employed,67284,553,Vehicle Loan,614935,36,11.48,20272.25,2023-08-25,0,0
CUST100870,50,Chennai,Salaried,77836,590,Personal Loan,104769,36,17.48,3760.38,2023-05-13,0,0
CUST100871,28,Bengaluru,Salaried,37158,513,Personal Loan,184367,36,16.8,6554.85,2024-07-30,97,1
CUST100872,33,Delhi,Business Owner,23184,805,Gold Loan,60261,12,9.25,5276.9,2024-10-06,0,0
CUST100873,46,Jaipur,Salaried,82453,616,Home Loan,1592103,180,10.06,17167.31,2023-09-14,1,0
CUST100874,40,Chennai,Self-Employed,35000,675,Home Loan,932738,180,11.04,10624.91,2024-10-29,1,0
CUST100875,36,Bengaluru,Salaried,36557,612,Personal Loan,101851,24,13.45,4863.74,2024-05-23,0,0
CUST100876,58,Bengaluru,Business Owner,35000,714,Home Loan,1298275,180,11.44,15116.83,2023-01-30,0,0
CUST100877,34,Ahmedabad,Salaried,27078,653,Business Loan,88339,12,12.36,7863.7,2024-10-02,0,0
CUST100878,28,Jaipur,Business Owner,113529,654,Vehicle Loan,1141712,48,13.18,30731.37,2024-05-06,0,0
CUST100879,32,Delhi,Salaried,22565,739,Gold Loan,57276,12,10.42,5046.67,2023-08-19,0,0
CUST100880,23,Pune,Self-Employed,44677,774,Gold Loan,61290,6,10.55,10531.62,2023-11-02,0,0
CUST100881,21,Lucknow,Salaried,65164,684,Personal Loan,613195,36,18.49,22319.49,2024-08-29,0,0
CUST100882,45,Chennai,Self-Employed,44891,556,Personal Loan,303838,36,16.83,10806.96,2023-08-27,0,0
CUST100883,55,Bengaluru,Self-Employed,104466,749,Vehicle Loan,345524,24,13.66,16534.16,2024-01-07,0,0
CUST100884,45,Jaipur,Salaried,25339,597,Business Loan,118857,12,16.63,10819.46,2024-04-07,0,0
CUST100885,38,Delhi,Self-Employed,32740,543,Gold Loan,61396,18,10.68,3706.52,2023-12-19,141,1
CUST100886,33,Delhi,Salaried,65529,520,Vehicle Loan,610279,36,9.83,19643.31,2023-05-11,0,0
CUST100887,31,Ahmedabad,Self-Employed,49234,504,Personal Loan,124983,36,18.37,4541.67,2023-05-13,0,0
CUST100888,21,Delhi,Business Owner,40393,586,Gold Loan,71228,12,12.14,6333.19,2023-07-09,0,0
CUST100889,45,Hyderabad,Self-Employed,31761,740,Personal Loan,231792,24,18.49,11626.96,2023-04-14,0,0
CUST100890,48,Ahmedabad,Salaried,78591,632,Personal Loan,778471,48,13.87,21222.14,2024-10-25,0,0
CUST100891,64,Bengaluru,Salaried,37849,634,Home Loan,839676,300,10.24,7772.66,2023-04-28,1,0
CUST100892,28,Kolkata,Salaried,37953,694,Gold Loan,67519,24,10.69,3137.21,2024-10-31,0,0
CUST100893,44,Kolkata,Self-Employed,68023,672,Business Loan,355549,36,14.84,12297.38,2023-03-06,0,0
CUST100894,23,Hyderabad,Business Owner,51205,760,Personal Loan,137184,24,18.45,6878.65,2023-12-17,0,0
CUST100895,27,Kolkata,Salaried,111981,639,Personal Loan,475010,48,16.61,13610.78,2023-07-27,225,1
CUST100896,40,Ahmedabad,Self-Employed,46953,659,Personal Loan,193522,24,17.75,9638.05,2023-05-19,0,0
CUST100897,42,Bengaluru,Salaried,66375,644,Vehicle Loan,381691,60,9.96,8102.3,2023-12-02,0,0
CUST100898,47,Bengaluru,Salaried,43264,704,Business Loan,537821,60,15.4,12907.92,2024-07-18,0,0
CUST100899,35,Ahmedabad,Business Owner,44309,691,Business Loan,293885,24,15.61,14334.82,2024-05-05,1,0
CUST100900,50,Ahmedabad,Salaried,74696,690,Business Loan,175149,12,14.84,15795.43,2023-09-13,0,0
CUST100901,40,Ahmedabad,Salaried,82508,747,Business Loan,322070,24,12.29,15204.61,2023-11-18,7,0
CUST100902,41,Chennai,Self-Employed,62947,705,Business Loan,263182,12,12.0,23383.4,2023-07-13,7,0
CUST100903,41,Chennai,Salaried,86449,619,Vehicle Loan,322207,36,12.96,10850.22,2024-03-14,298,1
CUST100904,36,Lucknow,Salaried,94799,760,Gold Loan,436862,24,11.47,20456.65,2023-01-20,0,0
CUST100905,40,Delhi,Self-Employed,27662,625,Personal Loan,87835,48,17.83,2572.36,2023-11-26,0,0
CUST100906,31,Delhi,Self-Employed,120157,595,Personal Loan,308025,24,15.48,15005.44,2023-11-08,163,1
CUST100907,39,Jaipur,Salaried,66174,728,Home Loan,1646541,240,10.63,16582.77,2024-01-22,7,0
CUST100908,31,Hyderabad,Salaried,84126,756,Vehicle Loan,1071726,36,11.79,35489.24,2024-11-29,350,1
CUST100909,47,Lucknow,Self-Employed,45082,643,Business Loan,271020,24,17.41,13453.3,2023-09-20,0,0
CUST100910,42,Pune,Salaried,61012,749,Personal Loan,135847,48,15.87,3840.9,2023-06-01,0,0
CUST100911,41,Jaipur,Salaried,113124,804,Personal Loan,621022,48,15.36,17397.05,2023-06-08,0,0
CUST100912,44,Lucknow,Self-Employed,47590,763,Business Loan,610722,60,16.47,15004.52,2023-05-23,0,0
CUST100913,24,Pune,Business Owner,74330,662,Home Loan,1872456,300,8.53,15115.4,2023-10-15,0,0
CUST100914,22,Lucknow,Business Owner,58009,668,Personal Loan,179580,12,12.99,16038.75,2023-07-28,1,0
CUST100915,23,Delhi,Salaried,113446,673,Personal Loan,158463,48,18.93,4732.21,2024-09-03,0,0
CUST100916,44,Kolkata,Salaried,83896,792,Gold Loan,144901,24,11.31,6774.4,2023-12-11,0,0
CUST100917,50,Bengaluru,Self-Employed,76063,801,Business Loan,359092,24,15.72,17534.26,2024-01-25,0,0
CUST100918,30,Ahmedabad,Salaried,101708,735,Gold Loan,135854,12,9.84,11933.62,2024-11-29,0,0
CUST100919,23,Jaipur,Salaried,50379,719,Personal Loan,234436,24,16.17,11497.77,2023-07-30,236,1
CUST100920,30,Kolkata,Business Owner,22958,675,Personal Loan,161909,48,14.23,4443.11,2023-09-30,0,0
CUST100921,52,Bengaluru,Salaried,125701,534,Gold Loan,701728,24,9.44,32200.11,2024-07-03,0,0
CUST100922,36,Hyderabad,Salaried,43741,654,Personal Loan,542241,48,18.6,16098.84,2023-08-11,0,0
CUST100923,48,Delhi,Salaried,43899,584,Personal Loan,175060,36,17.71,6303.4,2023-03-08,0,0
CUST100924,49,Pune,Self-Employed,76929,611,Business Loan,363017,24,15.02,17604.93,2023-02-09,222,1
CUST100925,48,Mumbai,Salaried,48126,782,Personal Loan,279877,24,17.19,13863.32,2024-10-18,1,0
CUST100926,52,Delhi,Salaried,20000,617,Vehicle Loan,154757,36,10.76,5048.97,2023-06-25,0,0
CUST100927,29,Jaipur,Self-Employed,51094,722,Gold Loan,51653,12,12.91,4611.32,2024-09-14,0,0
CUST100928,31,Hyderabad,Salaried,20281,709,Gold Loan,55709,12,12.27,4956.72,2024-10-22,0,0
CUST100929,25,Chennai,Self-Employed,32854,678,Personal Loan,161408,24,18.19,8072.98,2023-03-22,0,0
CUST100930,40,Kolkata,Self-Employed,39996,517,Personal Loan,121619,48,11.69,3184.21,2024-07-07,7,0
CUST100931,38,Lucknow,Salaried,39392,633,Business Loan,354949,60,17.13,8846.23,2024-05-21,1,0
CUST100932,48,Lucknow,Business Owner,66340,744,Personal Loan,61284,12,16.32,5569.63,2024-10-27,0,0
CUST100933,21,Delhi,Salaried,42692,639,Business Loan,190076,24,12.03,8950.2,2024-04-23,0,0
CUST100934,43,Mumbai,Salaried,57083,613,Home Loan,1567488,120,9.26,20077.51,2023-01-26,7,0
CUST100935,23,Kolkata,Salaried,25320,712,Business Loan,374066,60,17.22,9340.81,2023-05-02,0,0
CUST100936,39,Chennai,Salaried,27939,709,Personal Loan,100395,24,16.38,4933.9,2023-07-20,0,0
CUST100937,49,Jaipur,Business Owner,38394,656,Personal Loan,85365,12,16.39,7761.0,2024-05-07,1,0
CUST100938,34,Jaipur,Self-Employed,54118,689,Personal Loan,259303,36,15.83,9094.58,2024-06-17,15,0
CUST100939,21,Chennai,Salaried,90161,607,Gold Loan,151243,12,12.16,13449.08,2024-08-12,0,0
CUST100940,29,Pune,Self-Employed,29957,758,Business Loan,96279,12,15.15,8696.8,2023-12-15,7,0
CUST100941,56,Lucknow,Salaried,20360,681,Vehicle Loan,194347,36,11.69,6426.36,2024-08-04,30,0
CUST100942,35,Hyderabad,Salaried,58448,841,Personal Loan,214965,36,18.74,7851.53,2023-09-01,0,0
CUST100943,55,Ahmedabad,Salaried,43317,900,Home Loan,823409,120,10.94,11314.51,2023-10-14,0,0
CUST100944,26,Jaipur,Salaried,50848,719,Business Loan,365819,36,13.36,12389.42,2024-04-15,0,0
CUST100945,42,Mumbai,Salaried,24810,899,Personal Loan,106196,12,14.55,9562.54,2024-09-08,0,0
CUST100946,37,Mumbai,Salaried,53194,634,Home Loan,1212247,120,8.5,15030.13,2023-11-06,0,0
CUST100947,27,Mumbai,Self-Employed,36274,630,Vehicle Loan,188193,60,12.76,4258.88,2023-08-10,0,0
CUST100948,37,Kolkata,Self-Employed,28613,775,Gold Loan,52939,24,9.63,2433.84,2023-07-31,0,0
CUST100949,46,Chennai,Salaried,35000,573,Home Loan,855977,180,8.71,8534.84,2023-12-27,0,0
CUST100950,35,Chennai,Salaried,21354,515,Gold Loan,34417,6,10.87,5919.39,2024-02-02,278,1
CUST100951,39,Hyderabad,Self-Employed,50443,541,Business Loan,281978,24,15.45,13732.53,2024-09-03,265,1
CUST100952,26,Bengaluru,Salaried,41673,724,Gold Loan,125506,18,9.06,7483.32,2023-08-06,0,0
CUST100953,47,Lucknow,Salaried,54025,659,Personal Loan,584867,36,16.55,20721.35,2023-06-30,0,0
CUST100954,35,Hyderabad,Salaried,36025,749,Home Loan,1272889,300,11.41,12854.84,2024-07-23,224,1
CUST100955,44,Delhi,Salaried,25000,733,Business Loan,116933,12,14.96,10551.97,2024-03-25,0,0
CUST100956,49,Jaipur,Salaried,46001,685,Vehicle Loan,259893,36,9.86,8368.94,2023-12-29,0,0
CUST100957,47,Ahmedabad,Salaried,35000,739,Home Loan,1155302,180,9.55,12098.83,2023-11-23,1,0
CUST100958,34,Kolkata,Salaried,62347,639,Personal Loan,136834,12,14.69,12330.4,2024-07-13,0,0
CUST100959,53,Lucknow,Salaried,91006,656,Personal Loan,152694,36,15.56,5335.16,2023-01-20,0,0
CUST100960,51,Ahmedabad,Self-Employed,36910,900,Business Loan,389592,36,16.59,13810.65,2024-04-27,0,0
CUST100961,43,Mumbai,Business Owner,35777,561,Business Loan,158691,12,16.46,14432.74,2023-04-19,0,0
CUST100962,31,Pune,Salaried,55212,652,Business Loan,385167,24,17.2,19080.56,2024-04-28,0,0
CUST100963,34,Delhi,Salaried,50338,662,Gold Loan,215731,24,12.36,10191.51,2024-04-09,0,0
CUST100964,33,Mumbai,Salaried,110638,699,Vehicle Loan,816331,36,11.72,27004.83,2024-02-15,0,0
CUST100965,38,Pune,Salaried,31083,649,Personal Loan,158415,36,17.44,5682.68,2023-01-16,0,0
CUST100966,43,Lucknow,Salaried,162814,714,Home Loan,1881579,300,9.02,15815.92,2023-05-11,0,0
CUST100967,44,Delhi,Self-Employed,56021,654,Personal Loan,135193,12,18.44,12422.82,2023-01-08,0,0
CUST100968,34,Kolkata,Self-Employed,55925,744,Vehicle Loan,321933,24,11.43,15068.95,2024-07-18,258,1
CUST100969,25,Jaipur,Self-Employed,106632,803,Personal Loan,261296,12,12.12,23230.5,2024-03-19,0,0
CUST100970,35,Kolkata,Salaried,20000,799,Vehicle Loan,291526,48,11.1,7548.81,2023-07-11,0,0
CUST100971,29,Delhi,Business Owner,65675,685,Home Loan,1717850,300,10.01,15622.23,2024-03-20,0,0
CUST100972,32,Pune,Business Owner,44954,734,Personal Loan,72277,36,11.77,2392.7,2023-02-24,0,0
CUST100973,35,Pune,Business Owner,42667,683,Personal Loan,471801,48,16.54,13501.81,2023-09-06,0,0
CUST100974,30,Jaipur,Salaried,32907,693,Business Loan,314915,60,14.16,7353.67,2024-09-11,218,1
CUST100975,42,Ahmedabad,Salaried,76986,637,Vehicle Loan,245702,36,9.97,7924.65,2023-10-31,15,0
CUST100976,35,Chennai,Salaried,58327,588,Home Loan,1573139,240,9.86,15035.5,2024-03-04,0,0
CUST100977,62,Chennai,Salaried,25708,760,Vehicle Loan,190517,36,10.78,6217.45,2023-08-04,0,0
CUST100978,41,Lucknow,Self-Employed,38176,590,Home Loan,1011477,300,8.62,8226.64,2023-04-15,0,0
CUST100979,39,Delhi,Business Owner,26249,648,Gold Loan,96910,24,12.54,4586.37,2023-04-02,0,0
CUST100980,33,Ahmedabad,Salaried,37467,711,Gold Loan,165764,12,12.39,14758.19,2023-03-23,0,0
CUST100981,25,Mumbai,Salaried,38648,620,Vehicle Loan,360397,60,9.58,7583.11,2024-01-01,0,0
CUST100982,37,Bengaluru,Salaried,42968,652,Personal Loan,272904,36,14.1,9340.47,2024-04-04,0,0
CUST100983,44,Mumbai,Salaried,73754,844,Personal Loan,118740,12,16.02,10774.51,2024-06-21,0,0
CUST100984,44,Lucknow,Business Owner,97239,882,Business Loan,438882,24,14.82,21242.4,2024-04-19,0,0
CUST100985,36,Bengaluru,Salaried,35000,632,Home Loan,880283,240,9.49,8199.64,2024-03-30,0,0
CUST100986,37,Bengaluru,Self-Employed,20000,812,Personal Loan,44834,12,18.04,4111.23,2023-04-28,307,1
CUST100987,40,Hyderabad,Self-Employed,84821,641,Vehicle Loan,806035,48,11.26,20934.32,2024-10-07,0,0
CUST100988,40,Jaipur,Self-Employed,26437,900,Vehicle Loan,213435,24,11.3,9977.5,2024-11-22,0,0
CUST100989,42,Mumbai,Business Owner,86862,537,Personal Loan,310630,48,14.09,8502.45,2024-01-10,119,1
CUST100990,28,Chennai,Salaried,52418,646,Business Loan,386619,60,14.66,9128.78,2023-06-23,7,0
CUST100991,38,Kolkata,Business Owner,21895,830,Vehicle Loan,270406,60,11.87,5997.28,2023-01-18,0,0
CUST100992,47,Hyderabad,Self-Employed,53629,680,Home Loan,996299,180,11.44,11600.69,2023-12-26,0,0
CUST100993,42,Jaipur,Self-Employed,48645,647,Personal Loan,255025,48,18.7,7584.96,2024-09-14,15,0
CUST100994,64,Jaipur,Salaried,113555,811,Home Loan,2935213,240,10.12,28559.2,2024-03-07,0,0
CUST100995,48,Pune,Salaried,30307,707,Personal Loan,122014,24,18.78,6137.52,2023-11-09,0,0
CUST100996,21,Chennai,Salaried,56358,682,Home Loan,1782372,180,11.17,20449.06,2024-05-11,0,0
CUST100997,26,Lucknow,Self-Employed,57736,748,Business Loan,868558,60,12.61,19589.39,2023-10-07,0,0
CUST100998,43,Pune,Salaried,71314,879,Gold Loan,84098,6,11.73,14499.75,2024-05-27,0,0
CUST100999,38,Pune,Self-Employed,21475,695,Personal Loan,54800,48,17.04,1582.39,2024-07-27,0,0
CUST101000,41,Jaipur,Business Owner,35000,600,Home Loan,824318,300,10.55,7812.52,2024-01-12,108,1
CUST101001,31,Pune,Self-Employed,35026,665,Vehicle Loan,362070,36,9.85,11657.5,2023-02-18,0,0
CUST101002,40,Ahmedabad,Business Owner,21422,616,Personal Loan,70845,12,14.23,6368.64,2023-12-25,0,0
CUST101003,45,Chennai,Salaried,33706,607,Personal Loan,149007,36,12.45,4981.25,2024-08-10,0,0
CUST101004,51,Delhi,Salaried,35153,888,Vehicle Loan,286348,48,10.85,7379.97,2024-09-14,0,0
CUST101005,40,Delhi,Self-Employed,54874,536,Business Loan,573238,60,17.14,14289.63,2024-02-26,0,0
CUST101006,37,Kolkata,Salaried,49864,830,Personal Loan,98731,12,14.21,8874.53,2024-08-12,0,0
CUST101007,60,Jaipur,Self-Employed,76491,717,Gold Loan,83336,6,10.91,14334.64,2024-07-11,0,0
CUST101008,27,Hyderabad,Self-Employed,41642,615,Business Loan,400723,36,15.7,14028.95,2023-01-23,0,0
CUST101009,29,Kolkata,Salaried,66110,592,Business Loan,355813,36,13.6,12091.83,2024-03-28,0,0
CUST101010,39,Chennai,Business Owner,46576,697,Personal Loan,264776,36,13.23,8950.71,2023-01-07,0,0
CUST101011,45,Delhi,Self-Employed,44962,578,Business Loan,492060,60,16.36,12060.27,2023-01-23,0,0
CUST101012,48,Pune,Salaried,45569,647,Personal Loan,139923,24,17.15,6928.2,2024-04-22,0,0
CUST101013,35,Ahmedabad,Salaried,83078,698,Personal Loan,578756,48,12.39,15351.92,2023-06-08,0,0
CUST101014,31,Chennai,Self-Employed,141551,728,Home Loan,3486281,300,11.03,34245.14,2024-01-04,0,0
CUST101015,21,Ahmedabad,Self-Employed,72181,755,Personal Loan,403426,36,15.02,13988.85,2023-05-04,177,1
CUST101016,28,Lucknow,Self-Employed,43957,755,Personal Loan,275492,36,13.05,9289.05,2024-03-31,0,0
CUST101017,24,Hyderabad,Salaried,72829,628,Personal Loan,99975,24,12.36,4723.0,2023-02-11,0,0
CUST101018,31,Jaipur,Business Owner,44280,681,Vehicle Loan,510989,48,11.44,13316.23,2023-08-20,0,0
CUST101019,23,Pune,Salaried,78888,651,Gold Loan,90315,6,12.14,15589.95,2023-08-17,0,0
CUST101020,40,Bengaluru,Self-Employed,20000,695,Personal Loan,91133,24,11.58,4272.09,2023-02-21,30,0
CUST101021,21,Hyderabad,Self-Employed,52911,765,Gold Loan,81752,6,9.81,14017.83,2023-10-08,0,0
CUST101022,44,Delhi,Salaried,70285,664,Personal Loan,235030,12,11.94,20875.53,2024-08-29,0,0
CUST101023,41,Jaipur,Business Owner,40011,594,Vehicle Loan,222894,24,11.95,10487.19,2024-11-04,30,0
CUST101024,51,Mumbai,Business Owner,39959,726,Personal Loan,95476,24,18.65,4796.59,2024-11-07,0,0
CUST101025,32,Pune,Self-Employed,64427,784,Personal Loan,713603,36,15.24,24821.23,2024-05-31,110,1
CUST101026,33,Bengaluru,Self-Employed,95198,619,Home Loan,1679037,180,10.37,18424.97,2023-10-03,0,0
CUST101027,51,Mumbai,Salaried,68018,709,Business Loan,450283,36,17.82,16238.18,2024-04-29,0,0
CUST101028,48,Bengaluru,Salaried,38840,625,Home Loan,850042,120,9.55,11022.62,2024-01-12,0,0
CUST101029,40,Lucknow,Salaried,62826,813,Gold Loan,237221,18,11.68,14430.98,2023-08-28,240,1
CUST101030,28,Jaipur,Business Owner,26403,701,Business Loan,165484,24,16.36,8131.11,2023-01-22,0,0
CUST101031,56,Bengaluru,Salaried,40978,782,Business Loan,316264,60,17.82,8000.09,2024-11-16,0,0
CUST101032,23,Ahmedabad,Salaried,53242,666,Personal Loan,280562,24,17.37,13921.55,2023-10-06,0,0
CUST101033,49,Delhi,Self-Employed,54595,665,Gold Loan,364696,24,12.69,17285.26,2023-09-19,0,0
CUST101034,41,Chennai,Salaried,152102,593,Business Loan,826851,24,16.62,40730.57,2024-10-14,0,0
CUST101035,30,Mumbai,Salaried,52325,561,Gold Loan,110796,12,11.99,9843.57,2023-10-08,0,0
CUST101036,21,Pune,Self-Employed,42983,601,Business Loan,380255,60,14.96,9038.26,2024-02-21,30,0
CUST101037,36,Jaipur,Business Owner,68917,487,Home Loan,1712726,240,10.6,17214.71,2023-08-27,0,0
CUST101038,21,Lucknow,Salaried,41568,679,Personal Loan,243222,24,15.26,11823.09,2023-04-29,0,0
CUST101039,40,Mumbai,Salaried,68751,750,Vehicle Loan,676925,36,13.54,22984.74,2023-02-18,0,0
CUST101040,29,Bengaluru,Salaried,49449,667,Home Loan,2019649,300,9.13,17128.98,2023-08-29,0,0
CUST101041,58,Delhi,Salaried,93364,614,Business Loan,307635,24,13.73,14731.23,2024-04-26,30,0
CUST101042,43,Lucknow,Salaried,44967,709,Business Loan,507257,36,12.3,16920.97,2023-02-09,0,0
CUST101043,22,Jaipur,Self-Employed,41972,693,Personal Loan,258694,24,15.51,12605.98,2024-04-04,0,0
CUST101044,42,Bengaluru,Salaried,42911,752,Vehicle Loan,501277,60,12.85,11367.14,2023-12-10,312,1
CUST101045,54,Mumbai,Salaried,85478,630,Personal Loan,117130,12,13.71,10500.79,2024-10-12,0,0
CUST101046,28,Delhi,Salaried,55107,774,Personal Loan,534300,36,18.21,19372.56,2023-12-16,0,0
CUST101047,36,Pune,Business Owner,55431,552,Home Loan,1493715,180,11.45,17401.97,2023-02-15,257,1
CUST101048,25,Jaipur,Self-Employed,127322,627,Business Loan,445776,24,11.79,20940.53,2023-11-30,265,1
CUST101049,26,Chennai,Self-Employed,49769,714,Business Loan,358934,36,15.92,12604.88,2023-11-21,0,0
CUST101050,47,Delhi,Business Owner,22045,572,Personal Loan,63014,12,15.15,5692.0,2024-09-21,201,1
CUST101051,21,Bengaluru,Business Owner,62606,722,Personal Loan,308275,36,13.54,10467.37,2023-01-30,0,0
CUST101052,35,Mumbai,Salaried,35000,814,Home Loan,1364247,300,10.05,12445.04,2023-10-10,0,0
CUST101053,28,Mumbai,Salaried,68814,642,Home Loan,1414778,300,10.96,13825.53,2024-10-13,0,0
CUST101054,34,Delhi,Salaried,39542,756,Gold Loan,145982,12,10.14,12843.64,2023-03-25,0,0
CUST101055,25,Mumbai,Business Owner,70064,674,Home Loan,1500429,300,11.33,15065.24,2023-09-11,298,1
CUST101056,31,Delhi,Self-Employed,104053,840,Personal Loan,309375,36,11.86,10255.0,2024-02-04,0,0
CUST101057,36,Pune,Self-Employed,28828,634,Vehicle Loan,243155,36,13.63,8266.83,2023-01-27,116,1
CUST101058,50,Jaipur,Self-Employed,45022,625,Vehicle Loan,278852,36,9.57,8941.58,2024-03-18,0,0
CUST101059,58,Chennai,Self-Employed,33241,657,Personal Loan,55569,12,16.88,5064.99,2023-12-25,15,0
CUST101060,40,Ahmedabad,Salaried,31928,537,Business Loan,455731,60,13.39,10460.49,2023-06-04,0,0
CUST101061,33,Kolkata,Salaried,19998,675,Gold Loan,47122,12,9.71,4136.42,2023-08-06,0,0
CUST101062,53,Bengaluru,Business Owner,65009,605,Business Loan,159332,12,11.45,14115.49,2023-02-28,0,0
CUST101063,52,Bengaluru,Salaried,43546,667,Business Loan,124820,12,17.04,11386.55,2023-09-01,0,0
CUST101064,54,Delhi,Self-Employed,46409,581,Vehicle Loan,212674,48,10.84,5480.16,2023-10-14,0,0
CUST101065,23,Jaipur,Business Owner,72192,638,Personal Loan,422649,48,18.97,12630.57,2023-05-08,0,0
CUST101066,38,Chennai,Business Owner,61798,665,Personal Loan,301856,48,12.72,8056.15,2024-09-11,0,0
CUST101067,37,Delhi,Salaried,64970,615,Personal Loan,69242,12,15.2,6256.2,2023-12-07,0,0
CUST101068,46,Pune,Self-Employed,76590,579,Gold Loan,68629,24,11.5,3214.6,2024-10-31,0,0
CUST101069,30,Ahmedabad,Self-Employed,22771,626,Gold Loan,53215,18,9.42,3181.74,2023-07-27,0,0
CUST101070,37,Bengaluru,Business Owner,47418,642,Personal Loan,160031,12,14.35,14395.09,2023-07-17,0,0
CUST101071,37,Pune,Salaried,46721,862,Personal Loan,101574,24,11.88,4775.75,2023-05-29,0,0
CUST101072,40,Pune,Self-Employed,60865,575,Personal Loan,187362,36,13.49,6357.28,2023-10-09,0,0
CUST101073,52,Lucknow,Business Owner,40657,714,Home Loan,1074818,300,11.05,10573.31,2023-08-02,0,0
CUST101074,45,Delhi,Salaried,35000,704,Home Loan,1098759,120,10.65,14918.54,2023-01-21,219,1
CUST101075,29,Chennai,Salaried,35862,774,Personal Loan,225514,24,11.83,10597.83,2024-07-08,30,0
CUST101076,57,Lucknow,Self-Employed,46565,797,Personal Loan,278282,36,17.09,9933.98,2024-06-09,0,0
CUST101077,50,Mumbai,Self-Employed,22539,597,Vehicle Loan,180772,48,9.99,4583.98,2023-04-17,7,0
CUST101078,53,Lucknow,Salaried,59341,736,Business Loan,483385,36,11.16,15862.06,2024-11-06,0,0
CUST101079,42,Pune,Salaried,63014,533,Business Loan,340261,24,15.34,16553.13,2023-09-11,7,0
CUST101080,30,Pune,Business Owner,39297,673,Business Loan,307212,36,17.08,10965.18,2024-01-05,0,0
CUST101081,39,Ahmedabad,Self-Employed,41086,682,Personal Loan,155992,12,16.48,14188.75,2023-02-12,0,0
CUST101082,33,Bengaluru,Business Owner,139669,564,Vehicle Loan,1101412,60,13.83,25530.96,2024-01-11,0,0
CUST101083,27,Mumbai,Business Owner,53087,688,Home Loan,1197129,300,11.42,12098.48,2023-10-23,0,0
CUST101084,37,Chennai,Business Owner,61896,593,Vehicle Loan,865218,60,13.9,20087.28,2024-05-08,344,1
CUST101085,37,Delhi,Salaried,56601,813,Home Loan,1629150,300,10.31,15161.59,2023-11-04,30,0
CUST101086,33,Chennai,Salaried,52740,708,Personal Loan,122864,36,15.82,4308.62,2023-07-16,0,0
CUST101087,50,Jaipur,Self-Employed,42402,596,Personal Loan,95329,12,16.34,8664.63,2024-05-12,0,0
CUST101088,39,Ahmedabad,Salaried,37568,565,Personal Loan,192611,48,18.52,5710.42,2023-10-27,226,1
CUST101089,40,Lucknow,Self-Employed,58968,708,Personal Loan,160230,24,15.81,7830.82,2024-10-18,0,0
CUST101090,21,Bengaluru,Self-Employed,82863,831,Business Loan,546103,24,17.0,27000.57,2024-08-20,0,0
CUST101091,34,Lucknow,Salaried,44126,651,Home Loan,916401,120,10.58,12406.54,2024-03-19,0,0
CUST101092,48,Ahmedabad,Salaried,93366,616,Home Loan,2675606,120,9.51,34636.34,2023-05-29,0,0
CUST101093,39,Kolkata,Self-Employed,55997,725,Business Loan,588407,36,14.25,20181.88,2023-08-13,94,1
CUST101094,43,Mumbai,Salaried,37918,793,Personal Loan,143760,36,14.62,4956.78,2023-04-15,0,0
CUST101095,49,Ahmedabad,Salaried,50483,501,Gold Loan,90806,12,11.01,8026.01,2024-11-02,7,0
CUST101096,40,Ahmedabad,Self-Employed,53198,717,Home Loan,1610804,120,9.06,20457.33,2023-09-02,0,0
CUST101097,45,Chennai,Salaried,21244,603,Personal Loan,71945,24,15.42,3502.75,2023-01-07,297,1
CUST101098,38,Bengaluru,Salaried,65602,686,Personal Loan,61146,48,13.45,1654.08,2023-10-30,0,0
CUST101099,36,Bengaluru,Salaried,64434,666,Personal Loan,109218,12,12.16,9712.06,2024-02-24,0,0
CUST101100,55,Lucknow,Self-Employed,203068,614,Business Loan,859396,24,11.12,40102.49,2023-11-18,0,0
CUST101101,25,Chennai,Business Owner,105245,601,Home Loan,3884411,180,9.79,41244.46,2024-09-22,0,0
CUST101102,49,Lucknow,Self-Employed,35000,877,Home Loan,1015069,240,10.33,10018.6,2024-05-15,0,0
CUST101103,38,Bengaluru,Self-Employed,26868,870,Personal Loan,208224,48,14.55,5747.64,2024-05-22,15,0
CUST101104,33,Lucknow,Salaried,44266,703,Business Loan,464960,60,13.42,10679.5,2024-10-06,0,0
CUST101105,40,Bengaluru,Self-Employed,42574,689,Personal Loan,301088,36,15.91,10571.99,2024-07-25,0,0
CUST101106,32,Ahmedabad,Salaried,101939,638,Home Loan,3204259,240,10.23,31411.65,2023-01-01,0,0
CUST101107,42,Lucknow,Self-Employed,57661,680,Vehicle Loan,413720,48,9.84,10461.25,2024-04-16,0,0
CUST101108,37,Pune,Salaried,25205,615,Gold Loan,72862,24,10.48,3378.38,2024-03-13,0,0
CUST101109,37,Delhi,Self-Employed,23274,722,Personal Loan,94927,12,12.34,8449.26,2023-11-04,0,0
CUST101110,30,Lucknow,Self-Employed,57590,599,Business Loan,282858,12,15.05,25536.96,2023-10-24,0,0
CUST101111,33,Lucknow,Self-Employed,55231,875,Home Loan,1125276,120,11.04,15526.17,2024-04-30,0,0
